frame_nr;dec_time;anim_fps;pc_latency;time_packets
613;41.77594;30.64041;18.9209;18.93616
614;41.27602;29.96959;18.75114;33.22792
615;41.48176;29.88077;18.43643;33.09441
616;43.69067;29.5907;17.15469;31.66771
617;43.83679;30.79699;19.3634;35.31265
618;41.32156;29.80264;17.01355;31.32248
619;41.59035;30.37766;18.3754;34.20448
620;42.08444;30.37062;18.88657;33.73718
621;38.96893;29.75866;17.67731;32.26852
622;40.20613;29.70639;18.61572;34.09004
623;42.07769;30.35479;19.61327;33.97179
624;40.91525;30.17138;0.07629395;32.1064
625;41.1174;29.9713;0.06866455;14.89067
626;42.69446;30.11765;9.151459;42.28592
627;40.46056;29.34886;8.056641;32.5985
628;39.99451;29.28656;0.0743866;33.65707
629;41.8493;31.5722;8.993149;33.42247
630;40.16917;29.14654;0.07629395;32.91702
631;41.93969;30.6422;8.653641;33.42056
632;44.29605;30.75544;8.638382;33.02765
633;39.55398;29.51241;0.04577637;25.02251
634;40.07093;29.3653;8.97789;41.88728
635;45.62597;31.26158;8.520126;32.85217
636;39.70074;29.63083;7.9422;33.42247
637;41.79592;30.57073;0.06484985;33.13637
638;39.89712;29.63419;8.88443;33.36906
639;39.39349;30.00733;8.113861;33.00858
640;43.2153;30.02107;8.413315;33.44536
641;38.68713;29.56567;8.325577;33.14209
642;44.44249;30.09517;0.09536743;34.04236
643;41.83928;30.21833;0.06103516;32.7034
644;41.57057;30.55826;8.60405;33.29659
645;40.30504;29.62247;8.340836;33.11157
646;40.65194;29.64089;8.66127;33.33664
647;43.07328;29.90293;0.05149841;32.90749
648;33.85999;24.57869;8.15773;33.65898
649;42.50065;30.64936;0.05531311;33.16879
650;40.47306;29.76204;14.88686;39.52408
651;39.09971;30.18701;8.340836;26.94702
652;40.05256;29.88418;8.611679;33.25844
653;40.84194;30.19396;0.05340576;33.535
654;40.99844;29.74684;0.0743866;33.23746
655;41.41623;30.28291;0.0667572;33.48541
656;40.86741;29.88247;8.331299;32.71675
657;42.48343;29.91487;0.07820129;33.72002
658;43.31169;30.47477;0.06484985;33.56171
659;39.9123;30.02623;0.0629425;32.85789
660;37.97812;29.59738;8.480072;33.14018
661;44.14314;30.00217;0.0705719;33.56552
662;43.57809;30.44646;0.05722046;33.00858
663;40.75305;30.33723;8.214951;33.09441
664;39.97012;29.41967;0.06103516;33.68378
665;41.52118;30.25844;0.1106262;33.03909
666;41.50475;29.76035;0.1106262;33.37479
667;43.09807;30.4129;0.06103516;33.48541
668;41.46864;29.97644;0.08201599;33.02765
669;42.3496;30.31443;0.07247925;33.15926
670;40.08318;29.89099;0.202179;33.63228
671;41.55739;30.30742;0.1506805;32.6786
672;40.05562;29.98673;0.1564026;33.88977
673;40.38888;29.85185;0.1487732;33.08678
674;40.88972;30.15055;0.0629425;32.92274
675;42.71185;30.109;0.08392334;33.02002
676;41.9464;29.96616;0.08201599;33.39386
677;40.02504;30.32319;0.05722046;33.21266
678;44.341;29.3834;6.851196;32.97806
679;41.25653;30.55113;6.917953;33.62846
680;39.87284;29.82298;7.045746;33.8192
681;41.06909;30.49959;0.1125336;32.59277
682;40.15686;29.67444;0.07247925;33.0658
683;41.44569;30.45353;6.397247;33.24127
684;41.17229;30.2532;5.571365;33.59413
685;38.01117;28.92783;0.0705719;33.34999
686;41.50804;30.44823;0.0705719;32.89223
687;40.75305;30.30566;8.970261;42.56821
688;40.73722;29.93024;5.157471;24.17374
689;40.46993;30.10209;0.04959106;32.76253
690;40.84194;29.89099;0.06103516;33.53119
691;40.15994;29.56734;6.492615;33.66852
692;46.44649;30.47123;6.046295;32.98759
693;41.73935;30.45;0.05531311;33.23364
694;40.59528;30.05894;0.04577637;33.35571
695;41.16906;30.1263;0.0629425;32.91512
696;39.89104;29.71649;0.06103516;33.60558
697;41.18847;30.18701;0.05531311;33.07152
698;43.36184;30.0969;0.05149841;33.69713
699;41.51132;30.34776;0.06484985;33.03146
700;38.38407;29.61912;0.04959106;33.34808
701;41.79259;29.93879;0.04768372;33.1192
702;41.46536;30.11246;0.04768372;32.92656
703;41.17553;30.27941;0.05531311;33.6628
704;38.60168;29.07542;0.0667572;33.1459
705;42.14534;31.09472;0.07820129;33.62465
706;39.28134;30.21833;0.05531311;33.07343
707;39.4706;29.41307;0.05722046;33.14781
708;43.45889;30.32845;0.05149841;32.94754
709;44.62025;30.11246;0.05531311;33.41866
710;42.69099;29.75359;0.05722046;33.18214
711;43.10516;30.51735;0.05149841;33.46252
712;39.19324;30.23227;8.707047;42.46521
713;41.63659;30.12803;0.04768372;24.14322
714;40.28027;29.91487;0.06866455;33.2489
715;41.53763;30.18353;0.05149841;33.33282
716;41.54092;30.28816;0.0705719;33.29277
717;40.73722;29.88418;0.04577637;33.1192
718;38.97762;29.31768;9.092331;42.47665
719;40.8961;30.67806;0.05149841;24.26338
720;39.6647;29.87566;0.04577637;33.22792
721;42.9322;29.79586;0.04577637;33.08868
722;42.13856;30.03139;0.04959106;33.22029
723;43.20818;30.33899;0.04768372;33.03909
724;40.07399;30.30041;8.676529;42.55676
725;40.02198;29.92853;0.04577637;24.18518
726;40.44184;30.07101;0.05149841;33.50258
727;40.01893;30.12803;0.05722046;33.03528
728;39.83043;29.75866;9.004593;42.17339
729;41.88942;29.97473;0.05722046;24.25766
730;40.84194;30.16964;0.1029968;33.50258
731;40.69611;30.17659;0.05149841;33.42819
732;40.28027;29.54401;0.0629425;33.34808
733;40.86104;30.40585;8.890152;42.07611
734;40.50745;30.10036;9.426117;33.48541
735;39.93358;30.00217;8.930206;32.6519
736;42.67361;29.68284;8.88443;33.34045
737;41.19818;30.73561;8.729935;33.69904
738;40.14764;29.42958;8.665085;32.84836
739;42.80601;30.29166;8.665085;33.10966
740;40.01588;29.76541;0.04577637;24.46747
741;42.06756;30.47123;0.04768372;33.38623
742;39.92142;29.32916;8.472443;41.92352
743;42.35644;30.98995;0.0743866;33.61702
744;40.58585;29.77725;8.367538;32.77016
745;43.85879;30.32495;8.750916;33.49876
746;40.31744;29.21964;0.1163483;24.57237
747;42.85149;30.73381;8.651733;41.92543
748;40.92483;30.11246;8.680344;33.3786
749;40.34226;29.61075;8.693695;33.33282
750;40.54818;30.89863;8.678436;32.9895
751;39.25487;29.39493;8.947372;33.4301
752;40.8038;29.99531;0.05149841;24.62006
753;41.94304;30.39351;8.331299;41.46194
754;41.67963;29.77048;0.0667572;33.61511
755;40.74038;29.91146;9.170532;33.73146
756;42.13518;30.02279;8.415222;32.75681
757;42.59042;30.76988;0.05149841;33.47397
758;40.16301;29.58402;8.804321;33.05435
759;42.20301;30.19396;8.365631;33.26416
760;40.11078;30.04688;8.337021;33.07343
761;39.62872;29.30293;0.0667572;33.3519
762;41.20465;30.26193;8.808136;33.63609
763;41.03373;30.26543;8.92067;33.11729
764;41.90951;30.22181;0.08201599;33.41675
765;41.22409;29.81959;0.05912781;33.04672
766;42.04732;30.33021;0.0629425;33.57315
767;40.11385;29.9217;0.05722046;33.03528
768;40.68664;30.02795;8.68988;33.24318
769;40.28027;29.51241;0.06103516;33.80775
770;44.71921;30.50847;0.06484985;33.10776
771;40.64878;29.98673;0.08583069;32.7301
772;40.56701;30.23924;0.06103516;33.50639
773;40.20922;29.99702;0.05340576;33.3786
774;39.95793;29.62581;0.05912781;32.90749
775;43.45889;30.23053;0.1754761;34.58214
776;41.81592;30.66012;0.06103516;32.19986
777;38.9082;29.7519;0.06103516;33.30612
778;41.77594;30.50137;0.1220703;33.38051
779;40.59842;29.74515;0.06866455;33.17451
780;40.24008;29.59404;0.05912781;33.08105
781;43.89919;29.67276;0.1411438;33.45108
782;41.1626;24.782;0.05912781;33.58841
783;43.93966;30.23227;0.0629425;32.6519
784;39.03857;29.9217;0.1087189;33.59795
785;39.8486;29.84675;0.05722046;33.37288
786;41.04337;30.30917;0.05531311;32.76825
787;42.40783;30.14362;0.05340576;33.11729
788;42.7049;28.50011;0.08583069;33.43582
789;43.37978;30.68524;0.05722046;33.29086
790;43.40133;30.53156;0.05340576;33.12683
791;42.38041;30.31968;0.0629425;33.38051
792;41.44569;30.45;0.04959106;32.80449
793;40.69927;29.77725;0.0667572;33.62274
794;40.19072;29.8944;0.1983643;33.70667
795;42.26084;30.31618;0.05340576;32.71484
796;40.11999;29.6778;0.05531311;33.57124
797;41.01126;30.28816;0.05912781;32.86362
798;39.27839;30.24448;0.05340576;33.46062
799;39.00372;29.26858;0.0667572;33.34618
800;41.64983;30.109;0.06103516;32.8331
801;41.69288;30.75183;0.05722046;33.46443
802;41.08196;30.09863;0.05722046;33.23555
803;39.77906;29.30293;0.05722046;33.3004
804;41.34111;30.57786;0.05531311;33.34236
805;39.08222;29.76204;0.04768372;33.09822
806;44.1357;30.08826;0.04959106;33.28705
807;39.55696;30.3759;10.41985;43.70308
808;40.50433;29.96274;0.04577637;23.02551
809;40.52938;30.11765;0.04768372;33.0162
810;42.33592;29.83995;0.04959106;33.30231
811;40.76889;30.12457;0.04768372;33.54454
812;41.0498;29.89099;0.06103516;32.86743
813;41.24355;30.2532;0.04577637;33.39386
814;39.61674;30.14882;0.05722046;41.95976
815;41.6962;30.43232;0.07629395;33.68378
816;40.69927;29.96274;0.3204346;34.42192
817;40.37954;29.58736;0.09918213;32.12738
818;42.17246;29.89099;0.0667572;24.24049
819;42.41812;30.39351;0.05340576;33.39958
820;38.56193;29.77556;0.05531311;33.28133
821;41.83594;31.02296;0.07629395;32.77779
822;39.5689;29.47425;0.1068115;33.41675
823;40.41067;29.73166;0.04768372;33.54645
824;42.36329;30.2532;0.04959106;33.21457
825;42.05744;30.10727;0.05531311;33.56934
826;41.75597;30.0486;9.273529;42.42897
827;39.74287;30.28116;0.05149841;23.72169
828;40.38577;30.05205;0.05149841;32.97234
829;44.65826;29.74515;0.04577637;33.35381
830;39.88801;28.96299;0.05722046;33.29086
831;46.64484;31.26345;0.05149841;33.39195
832;41.28252;30.11073;0.1029968;42.4118
833;40.73089;29.96616;0.05340576;24.1127
834;40.97921;30.33021;0.05340576;33.21457
835;39.97316;29.92853;8.838654;42.22107
836;40.37954;30.14535;0.04959106;24.189
837;42.9322;29.3226;0.04577637;33.34045
838;43.5166;30.80785;8.476257;42.34314
839;40.44184;30.17659;9.033203;33.62656
840;39.34914;29.74853;0.04577637;23.8533
841;39.93054;29.78232;0.05340576;33.29849
842;42.68751;30.74642;9.254456;42.42706
843;38.99792;29.23756;8.480072;32.66525
844;40.77524;30.61357;8.926392;33.91266
845;39.9123;30.03827;8.815765;32.92084
846;40.40444;30.23924;8.853912;33.24509
847;39.27251;29.68788;8.43811;33.01239
848;39.84557;30.50669;8.804321;33.54645
849;39.73685;29.82637;8.495331;32.8331
850;42.28811;29.71817;8.457184;33.39386
851;41.96318;30.44292;0.08392334;33.64563
852;40.66139;29.9833;8.979797;33.29849
853;38.05807;29.87056;0.04577637;24.35684
854;40.68664;30.52445;9.147644;41.99219
855;39.82136;30.13842;8.724213;33.11539
856;39.61076;29.09801;8.651733;33.26035
857;42.03046;31.23737;0.07247925;33.58078
858;39.68872;29.66437;8.422852;32.78351
859;39.79113;29.64759;8.071899;33.03528
860;38.75004;30.00389;8.693695;33.65707
861;40.16301;30.34425;8.605957;33.10394
862;38.89377;29.62414;8.277893;33.19931
863;43.79285;30.40408;0.1106262;33.80585
864;39.38462;30.47832;0.06103516;32.83691
865;40.78158;29.16275;8.274078;33.19168
866;41.05622;30.18353;8.50296;33.31375
867;41.86935;30.48895;8.346558;33.29468
868;37.25753;29.05609;0.07247925;33.20313
869;43.27237;30.62072;9.307861;33.87451
870;38.18002;24.62834;0.06866455;32.66525
871;41.96318;29.90804;0.06103516;33.2489
872;38.43754;30.03139;8.499146;33.28705
873;40.00366;30.12803;8.56781;33.26797
874;40.32364;30.19049;8.281708;33.07343
875;40.67401;29.65094;8.747101;33.51593
876;39.84557;29.95589;0.08392334;33.39005
877;39.68271;30.43585;8.277893;33.11157
878;39.10846;29.86715;8.678436;33.27179
879;39.74287;30.18701;8.262634;33.02002
880;40.41067;30.06239;8.846283;33.82492
881;38.20227;29.564;8.693695;32.99713
882;39.96707;30.21485;0.08392334;33.57697
883;40.23699;30.49959;8.708954;33.00476
884;37.10985;29.76879;0.05340576;33.1192
885;40.19997;30.12803;8.220673;33.37097
886;39.59281;29.9217;8.159637;33.16879
887;38.70427;29.96616;0.05722046;33.48541
888;40.49181;30.20788;8.63266;33.47015
889;39.28428;30.09344;0.05340576;33.22983
890;40.67401;29.74177;0.05340576;33.25272
891;39.86981;30.3759;0.06103516;33.04672
892;37.29994;29.94563;8.201599;33.21838
893;38.10233;29.82637;0.06103516;33.3786
894;39.02695;30.42172;8.18634;32.88651
895;38.80166;30.01076;0.2098083;34.01947
896;39.75493;30.24273;0.06484985;33.2222
897;38.8419;29.68788;7.247925;32.69196
898;39.47952;30.20788;0.08392334;33.43582
899;39.36096;30.09344;7.717133;33.34045
900;38.60168;30.13496;0.06484985;32.74155
901;39.95488;30.02795;0.05340576;33.23364
902;41.66969;29.97987;7.637024;33.76389
903;38.85918;30.19049;0.06866455;32.6767
904;39.48547;29.80942;8.914948;33.68378
905;39.94271;30.01763;0.05722046;32.86362
906;39.89408;30.17659;0.06103516;33.48923
907;38.52792;29.93879;0.05722046;33.44345
908;39.59281;30.06928;0.1525879;33.4816
909;40.33605;30.24971;0.05340576;32.77206
910;40.99844;29.43784;0.06103516;33.23746
911;39.23137;30.36534;8.220673;33.5083
912;38.77296;29.50079;7.125854;33.06961
913;41.7161;31.0634;0.07629395;33.10013
914;40.60471;29.74177;0.05340576;33.48923
915;38.10233;29.88758;0.05722046;32.9361
916;40.42936;30.39351;6.210327;33.51974
917;40.11999;29.9217;0.06484985;33.27179
918;39.42608;29.60741;0.05340576;33.10394
919;39.67671;30.29166;0.06866455;33.48923
920;40.90886;30.17311;0.05340576;33.07724
921;40.05868;29.90463;0.04959106;33.10013
922;43.17971;30.34074;0.04577637;33.59222
923;41.06266;30.05894;0.09155273;33.2222
924;38.66431;30.04516;0.05340576;33.37097
925;39.12013;29.34229;0.04577637;33.15353
926;43.76361;30.78614;0.04959106;33.33282
927;40.24317;30.28116;0.06103516;33.35571
928;39.49141;29.61744;0.04577637;32.90558
929;41.55739;30.15576;0.05340576;33.2222
930;39.43794;30.01763;0.05340576;33.82874
931;40.53564;29.30293;0.04577637;32.99332
932;45.3066;30.82234;0.05722046;33.41293
933;41.1529;30.22181;0.04577637;32.91702
934;39.6707;29.74853;0.05340576;33.35953
935;40.99202;30.66012;0.05340576;33.21457
936;38.3925;29.57401;0.04959106;33.29086
937;41.53105;30.46061;0.04577637;33.1459
938;39.97316;29.60741;0.06866455;33.60367
939;42.37698;30.16617;0.05722046;33.23364
940;41.31505;30.38998;0.06484985;33.24127
941;38.19671;29.66772;0.04959106;33.17261
942;40.65509;30.3759;0.04577637;32.87888
943;42.02373;30.36183;0.05340576;33.52737
944;39.90015;29.00144;0.05722046;33.14972
945;45.8454;30.69961;9.086609;42.58347
946;42.52133;29.7148;0.06484985;24.33395
947;41.30854;30.66012;0.04959106;33.26035
948;38.51094;29.86715;0.06103516;42.45377
949;40.66139;29.81281;0.04959106;24.17755
950;41.47848;30.23924;0.05340576;32.68433
951;40.32364;29.45769;0.04959106;33.42819
952;43.00968;30.21485;0.04577637;33.55026
953;41.20465;30.20788;0.05340576;33.17261
954;39.89408;30.41819;0.06484985;33.21457
955;40.17533;30.02107;0.05722046;33.33282
956;40.69927;30.04171;9.2659;42.27829
957;40.30504;29.66437;9.376526;33.51974
958;40.52311;29.55067;8.956909;33.55026
959;42.98147;30.82959;0.05722046;23.60535
960;38.70998;29.89099;0.04577637;33.23364
961;40.6677;30.06583;0.04959106;33.3519
962;42.74319;30.26019;0.04577637;33.20313
963;40.62988;29.6778;0.06484985;33.22601
964;41.7161;30.08654;0.06484985;33.65326
965;39.5689;30.18006;8.75473;41.99982
966;41.0884;30.44292;0.04577637;24.25003
967;39.44387;29.67108;8.666992;42.16766
968;40.72456;30.36534;0.05340576;24.2424
969;40.58585;29.62414;0.04959106;33.41675
970;44.13942;30.53868;8.861542;42.03415
971;38.98052;29.90804;8.468628;33.41293
972;39.58683;29.44115;8.514404;32.97043
973;41.70283;30.54579;0.04959106;24.89853
974;41.06909;30.04171;8.693695;42.02271
975;40.36089;29.92511;8.766174;32.77969
976;41.74932;29.9217;0.04577637;24.67728
977;40.0648;30.40761;8.968353;42.34695
978;40.41067;29.89781;8.50296;33.11539
979;41.0498;30.43939;8.483887;33.08105
980;40.46681;29.82637;8.88443;33.47015
981;39.68271;29.40153;8.392334;32.82547
982;40.31744;29.94563;0.04959106;24.89853
983;45.78135;30.80061;9.117126;42.23251
984;42.03046;30.45353;0.06484985;32.9361
985;39.39645;29.56734;8.319855;32.89795
986;39.97926;30.00046;8.716583;33.63419
987;41.36721;30.42525;8.575439;33.53119
988;38.32515;29.69797;8.075714;32.77969
989;42.37698;29.49747;9.067535;33.52356
990;42.41812;30.47832;0.07629395;33.5083
991;42.65278;30.00046;8.495331;32.84836
992;40.70559;30.17311;8.842468;33.41293
993;43.08744;30.13149;8.590698;33.13828
994;38.89954;30.00389;8.934021;33.64182
995;39.3787;29.41802;9.227753;33.62656
996;44.49151;31.17793;0.06866455;32.76443
997;40.12613;29.68116;8.666992;33.13828
998;41.12708;30.00389;9.017944;33.41675
999;41.95647;29.97987;8.358002;32.97043
